    Step   Residual-2-norm     Threshold      Energy
        1     9.03644e-01     1.00000e-07          -5.66348e-02
        2     8.81160e-01     1.00000e-07          -2.91433e-01
        3     3.62089e-01     1.00000e-07          -8.42960e-01
        4     1.00905e-01     1.17531e-07          -1.17531e+00
        5     2.36964e-01     1.21897e-07          -1.21897e+00
        6     9.64105e-02     1.25601e-07          -1.25601e+00
        7     1.05885e-01     1.27128e-07          -1.27128e+00
        8     1.54931e-01     1.32016e-07          -1.32016e+00
        9     6.02794e-02     1.36588e-07          -1.36588e+00
       10     3.91660e-02     1.37085e-07          -1.37085e+00
       11     1.29717e-02     1.37405e-07          -1.37405e+00
       12     8.24783e-03     1.37543e-07          -1.37543e+00
       13     7.26004e-03     1.37549e-07          -1.37549e+00
       14     3.45601e-03     1.37560e-07          -1.37560e+00
       15     2.90463e-03     1.37567e-07          -1.37567e+00
       16     1.76687e-03     1.37567e-07          -1.37567e+00
       17     5.63643e-04     1.37568e-07          -1.37568e+00
       18     2.35654e-04     1.37568e-07          -1.37568e+00
       19     1.86546e-04     1.37568e-07          -1.37568e+00
       20     1.06010e-04     1.37568e-07          -1.37568e+00
       21     7.60397e-05     1.37568e-07          -1.37568e+00
       22     9.66008e-05     1.37568e-07          -1.37568e+00
       23     1.45616e-05     1.37568e-07          -1.37568e+00
       24     5.71116e-06     1.37568e-07          -1.37568e+00
       25     8.94190e-06     1.37568e-07          -1.37568e+00
       26     2.56201e-06     1.37568e-07          -1.37568e+00
       27     2.35181e-06     1.37568e-07          -1.37568e+00
       28     3.06619e-06     1.37568e-07          -1.37568e+00
       29     6.06041e-07     1.37568e-07          -1.37568e+00
       30     2.20166e-07     1.37568e-07          -1.37568e+00
       31     2.34258e-07     1.37568e-07          -1.37568e+00
       32     7.69047e-08     1.37568e-07          -1.37568e+00
