    Step   Residual-2-norm     Threshold      Energy
        1     1.16939e+00     1.00000e-07           2.19709e-01
        2     1.44640e+00     1.00000e-07          -3.31007e-01
        3     6.14273e-01     1.24460e-07          -1.24460e+00
        4     2.53865e-01     1.68212e-07          -1.68212e+00
        5     2.82503e-01     1.79917e-07          -1.79917e+00
        6     1.95147e-01     1.85615e-07          -1.85615e+00
        7     3.21588e-01     1.89030e-07          -1.89030e+00
        8     3.72005e-01     2.04702e-07          -2.04702e+00
        9     1.90036e-01     2.20148e-07          -2.20148e+00
       10     9.03001e-02     2.22676e-07          -2.22676e+00
       11     2.73241e-02     2.23714e-07          -2.23714e+00
       12     2.50819e-02     2.23974e-07          -2.23974e+00
       13     2.08893e-02     2.24010e-07          -2.24010e+00
       14     6.65462e-03     2.24040e-07          -2.24040e+00
       15     3.32443e-03     2.24054e-07          -2.24054e+00
       16     2.24291e-03     2.24055e-07          -2.24055e+00
       17     5.31675e-04     2.24056e-07          -2.24056e+00
       18     4.54481e-04     2.24056e-07          -2.24056e+00
       19     4.34503e-04     2.24056e-07          -2.24056e+00
       20     1.80962e-04     2.24056e-07          -2.24056e+00
       21     7.40224e-05     2.24056e-07          -2.24056e+00
       22     3.79483e-05     2.24056e-07          -2.24056e+00
       23     1.54416e-05     2.24056e-07          -2.24056e+00
       24     8.31290e-06     2.24056e-07          -2.24056e+00
       25     5.96962e-06     2.24056e-07          -2.24056e+00
       26     3.94091e-06     2.24056e-07          -2.24056e+00
       27     2.17968e-06     2.24056e-07          -2.24056e+00
       28     3.29225e-07     2.24056e-07          -2.24056e+00
       29     2.64475e-07     2.24056e-07          -2.24056e+00
       30     2.00715e-07     2.24056e-07          -2.24056e+00
