    Step   Residual-2-norm     Threshold      Energy
        1     1.23878e+00     1.00000e-07          -2.48334e-02
        2     1.18418e+00     1.00000e-07          -4.90269e-01
        3     6.75809e-01     1.23411e-07          -1.23411e+00
        4     3.94334e-01     1.66331e-07          -1.66331e+00
        5     3.10895e-01     1.87290e-07          -1.87290e+00
        6     1.98409e-01     1.94773e-07          -1.94773e+00
        7     2.16165e-01     1.98176e-07          -1.98176e+00
        8     1.87192e-01     2.02838e-07          -2.02838e+00
        9     1.09375e-01     2.06442e-07          -2.06442e+00
       10     8.11839e-02     2.07415e-07          -2.07415e+00
       11     6.73606e-02     2.08048e-07          -2.08048e+00
       12     3.29642e-02     2.08585e-07          -2.08585e+00
       13     2.12881e-02     2.08741e-07          -2.08741e+00
       14     7.24925e-03     2.08772e-07          -2.08772e+00
       15     5.62550e-03     2.08786e-07          -2.08786e+00
       16     6.36707e-03     2.08789e-07          -2.08789e+00
       17     4.15772e-03     2.08791e-07          -2.08791e+00
       18     9.54351e-04     2.08792e-07          -2.08792e+00
       19     1.34786e-03     2.08793e-07          -2.08793e+00
       20     8.46292e-04     2.08793e-07          -2.08793e+00
       21     5.72109e-04     2.08793e-07          -2.08793e+00
       22     3.55417e-04     2.08793e-07          -2.08793e+00
       23     1.78212e-04     2.08793e-07          -2.08793e+00
       24     8.35443e-05     2.08793e-07          -2.08793e+00
       25     7.89284e-05     2.08793e-07          -2.08793e+00
       26     4.79813e-05     2.08793e-07          -2.08793e+00
       27     1.48110e-05     2.08793e-07          -2.08793e+00
       28     1.49937e-05     2.08793e-07          -2.08793e+00
       29     1.54482e-05     2.08793e-07          -2.08793e+00
       30     9.76611e-06     2.08793e-07          -2.08793e+00
       31     5.34783e-06     2.08793e-07          -2.08793e+00
       32     1.22801e-06     2.08793e-07          -2.08793e+00
       33     8.50141e-07     2.08793e-07          -2.08793e+00
       34     5.12575e-07     2.08793e-07          -2.08793e+00
       35     4.63318e-07     2.08793e-07          -2.08793e+00
       36     2.75798e-07     2.08793e-07          -2.08793e+00
       37     2.27308e-07     2.08793e-07          -2.08793e+00
       38     1.41701e-07     2.08793e-07          -2.08793e+00
