    Step   Residual-2-norm     Threshold      Energy
        1     1.00644e+00     1.00000e-07           7.50720e-02
        2     1.22208e+00     1.00000e-07          -3.00375e-01
        3     4.94667e-01     1.04265e-07          -1.04265e+00
        4     2.00932e-01     1.45224e-07          -1.45224e+00
        5     1.87623e-01     1.52703e-07          -1.52703e+00
        6     8.13745e-02     1.56425e-07          -1.56425e+00
        7     5.85284e-02     1.57176e-07          -1.57176e+00
        8     2.58969e-01     1.60275e-07          -1.60275e+00
        9     2.65074e-01     1.65762e-07          -1.65762e+00
       10     1.36288e-01     1.69744e-07          -1.69744e+00
       11     3.70790e-02     1.71763e-07          -1.71763e+00
       12     2.63465e-02     1.72455e-07          -1.72455e+00
       13     2.19546e-02     1.72507e-07          -1.72507e+00
       14     1.43061e-02     1.72551e-07          -1.72551e+00
       15     1.81065e-02     1.72590e-07          -1.72590e+00
       16     1.30015e-02     1.72612e-07          -1.72612e+00
       17     3.73757e-03     1.72624e-07          -1.72624e+00
       18     2.88591e-03     1.72630e-07          -1.72630e+00
       19     1.49851e-03     1.72631e-07          -1.72631e+00
       20     5.95651e-04     1.72631e-07          -1.72631e+00
       21     1.14597e-03     1.72631e-07          -1.72631e+00
       22     5.27614e-04     1.72631e-07          -1.72631e+00
       23     2.85612e-04     1.72631e-07          -1.72631e+00
       24     1.86254e-04     1.72631e-07          -1.72631e+00
       25     4.78853e-05     1.72631e-07          -1.72631e+00
       26     4.41304e-05     1.72631e-07          -1.72631e+00
       27     4.39872e-05     1.72631e-07          -1.72631e+00
       28     3.07615e-05     1.72631e-07          -1.72631e+00
       29     2.28284e-05     1.72631e-07          -1.72631e+00
       30     1.20475e-05     1.72631e-07          -1.72631e+00
       31     7.33723e-06     1.72631e-07          -1.72631e+00
       32     2.57048e-06     1.72631e-07          -1.72631e+00
       33     1.77622e-06     1.72631e-07          -1.72631e+00
       34     1.60199e-06     1.72631e-07          -1.72631e+00
       35     1.05806e-06     1.72631e-07          -1.72631e+00
       36     1.17418e-06     1.72631e-07          -1.72631e+00
       37     3.56148e-07     1.72631e-07          -1.72631e+00
       38     1.08647e-07     1.72631e-07          -1.72631e+00
