    Step   Residual-2-norm     Threshold      Energy
        1     1.42252e+00     1.00000e-07           5.29287e-02
        2     1.43429e+00     1.00000e-07          -5.97378e-01
        3     7.98038e-01     1.57258e-07          -1.57258e+00
        4     3.64899e-01     2.03186e-07          -2.03186e+00
        5     2.27547e-01     2.20957e-07          -2.20957e+00
        6     2.19092e-01     2.26336e-07          -2.26336e+00
        7     1.45596e-01     2.29522e-07          -2.29522e+00
        8     3.29314e-02     2.32045e-07          -2.32045e+00
        9     9.36142e-03     2.32443e-07          -2.32443e+00
       10     2.75697e-03     2.32458e-07          -2.32458e+00
       11     2.28513e-03     2.32460e-07          -2.32460e+00
       12     2.90222e-03     2.32460e-07          -2.32460e+00
       13     2.00160e-03     2.32461e-07          -2.32461e+00
       14     1.69742e-03     2.32461e-07          -2.32461e+00
       15     3.41770e-03     2.32461e-07          -2.32461e+00
       16     1.65410e-02     2.32464e-07          -2.32464e+00
       17     1.43280e-02     2.32526e-07          -2.32526e+00
       18     7.66322e-03     2.32589e-07          -2.32589e+00
       19     4.75408e-03     2.32593e-07          -2.32593e+00
       20     2.51530e-03     2.32595e-07          -2.32595e+00
       21     2.13100e-03     2.32596e-07          -2.32596e+00
       22     1.14162e-03     2.32596e-07          -2.32596e+00
       23     2.71106e-04     2.32596e-07          -2.32596e+00
       24     2.89849e-05     2.32596e-07          -2.32596e+00
       25     2.34177e-05     2.32596e-07          -2.32596e+00
       26     4.39137e-05     2.32596e-07          -2.32596e+00
       27     5.62933e-05     2.32596e-07          -2.32596e+00
       28     1.18414e-04     2.32596e-07          -2.32596e+00
       29     1.37401e-04     2.32596e-07          -2.32596e+00
       30     2.02175e-04     2.32596e-07          -2.32596e+00
       31     1.88899e-04     2.32596e-07          -2.32596e+00
       32     3.35371e-05     2.32596e-07          -2.32596e+00
       33     8.13958e-06     2.32596e-07          -2.32596e+00
       34     3.05433e-06     2.32596e-07          -2.32596e+00
       35     1.07710e-06     2.32596e-07          -2.32596e+00
       36     7.22209e-07     2.32596e-07          -2.32596e+00
       37     7.41750e-07     2.32596e-07          -2.32596e+00
       38     1.84117e-07     2.32596e-07          -2.32596e+00
