    Step   Residual-2-norm     Threshold      Energy
        1     1.10581e+00     1.00000e-07           1.70693e-01
        2     1.41052e+00     1.00000e-07          -3.28898e-01
        3     5.73493e-01     1.20380e-07          -1.20380e+00
        4     2.40731e-01     1.63881e-07          -1.63881e+00
        5     2.04774e-01     1.73496e-07          -1.73496e+00
        6     1.06350e-01     1.77794e-07          -1.77794e+00
        7     1.02773e-01     1.78810e-07          -1.78810e+00
        8     3.04466e-01     1.88820e-07          -1.88820e+00
        9     1.87183e-01     2.00116e-07          -2.00116e+00
       10     7.79057e-02     2.02373e-07          -2.02373e+00
       11     2.33190e-02     2.03212e-07          -2.03212e+00
       12     5.82101e-03     2.03453e-07          -2.03453e+00
       13     6.07458e-03     2.03465e-07          -2.03465e+00
       14     4.48879e-03     2.03467e-07          -2.03467e+00
       15     2.41800e-03     2.03468e-07          -2.03468e+00
       16     1.64053e-03     2.03469e-07          -2.03469e+00
       17     4.81346e-04     2.03470e-07          -2.03470e+00
       18     9.11184e-05     2.03470e-07          -2.03470e+00
       19     2.26325e-05     2.03470e-07          -2.03470e+00
       20     1.64403e-05     2.03470e-07          -2.03470e+00
       21     1.40370e-05     2.03470e-07          -2.03470e+00
       22     1.07276e-05     2.03470e-07          -2.03470e+00
       23     2.01419e-06     2.03470e-07          -2.03470e+00
       24     3.82387e-07     2.03470e-07          -2.03470e+00
       25     1.83466e-07     2.03470e-07          -2.03470e+00
