    Step   Residual-2-norm     Threshold      Energy
        1     1.26723e+00     1.00000e-07           2.91425e-01
        2     1.55766e+00     1.00000e-07          -3.57442e-01
        3     6.80826e-01     1.37797e-07          -1.37797e+00
        4     2.89234e-01     1.83774e-07          -1.83774e+00
        5     3.08121e-01     1.97398e-07          -1.97398e+00
        6     2.55215e-01     2.04074e-07          -2.04074e+00
        7     5.20205e-01     2.10049e-07          -2.10049e+00
        8     4.04842e-01     2.28061e-07          -2.28061e+00
        9     2.02647e-01     2.43969e-07          -2.43969e+00
       10     9.39109e-02     2.46850e-07          -2.46850e+00
       11     4.01021e-02     2.47936e-07          -2.47936e+00
       12     3.96177e-02     2.48186e-07          -2.48186e+00
       13     2.26096e-02     2.48272e-07          -2.48272e+00
       14     9.62918e-03     2.48334e-07          -2.48334e+00
       15     6.12647e-03     2.48347e-07          -2.48347e+00
       16     2.50628e-03     2.48350e-07          -2.48350e+00
       17     1.22092e-03     2.48351e-07          -2.48351e+00
       18     1.39106e-03     2.48351e-07          -2.48351e+00
       19     6.75011e-04     2.48351e-07          -2.48351e+00
       20     3.09822e-04     2.48351e-07          -2.48351e+00
       21     1.84754e-04     2.48351e-07          -2.48351e+00
       22     8.42464e-05     2.48351e-07          -2.48351e+00
       23     3.91960e-05     2.48351e-07          -2.48351e+00
       24     3.85578e-05     2.48351e-07          -2.48351e+00
       25     2.39456e-05     2.48351e-07          -2.48351e+00
       26     1.06108e-05     2.48351e-07          -2.48351e+00
       27     4.30638e-06     2.48351e-07          -2.48351e+00
       28     1.89954e-06     2.48351e-07          -2.48351e+00
       29     1.45392e-06     2.48351e-07          -2.48351e+00
       30     8.85243e-07     2.48351e-07          -2.48351e+00
       31     7.08174e-07     2.48351e-07          -2.48351e+00
       32     2.49394e-07     2.48351e-07          -2.48351e+00
       33     8.18844e-08     2.48351e-07          -2.48351e+00
