    0    0    0    0 0.7278691358 0.0000000000
    0    0    0    1 0.0000000108 -0.0000000110
    0    1    0    0 0.0000000108 0.0000000110
    0    1    0    1 0.2721308642 0.0000000000
    1    0    1    0 0.2811938870 0.0000000000
    1    0    1    1 0.0000000016 0.0000000915
    1    1    1    0 0.0000000016 -0.0000000915
    1    1    1    1 0.7188061130 0.0000000000
    2    0    2    0 0.4748569775 0.0000000000
    2    0    2    1 -0.0000001769 -0.0000001836
    2    1    2    0 -0.0000001769 0.0000001836
    2    1    2    1 0.5251430225 0.0000000000
    3    0    3    0 0.5160799997 0.0000000000
    3    0    3    1 0.0000002113 0.0000001024
    3    1    3    0 0.0000002113 -0.0000001024
    3    1    3    1 0.4839200003 0.0000000000
