    Step   Residual-2-norm     Threshold      Energy
        1     9.80264e-01     1.00000e-07           4.99838e-02
        2     1.11751e+00     1.00000e-07          -2.81299e-01
        3     4.60636e-01     1.00000e-07          -9.56515e-01
        4     1.61549e-01     1.33915e-07          -1.33915e+00
        5     2.83923e-01     1.41031e-07          -1.41031e+00
        6     1.46178e-01     1.45719e-07          -1.45719e+00
        7     1.67930e-01     1.48298e-07          -1.48298e+00
        8     2.80114e-01     1.57691e-07          -1.57691e+00
        9     1.29199e-01     1.66985e-07          -1.66985e+00
       10     6.89304e-02     1.68570e-07          -1.68570e+00
       11     2.15075e-02     1.69372e-07          -1.69372e+00
       12     1.65218e-02     1.69635e-07          -1.69635e+00
       13     1.30369e-02     1.69654e-07          -1.69654e+00
       14     5.15380e-03     1.69674e-07          -1.69674e+00
       15     3.85631e-03     1.69688e-07          -1.69688e+00
       16     2.45015e-03     1.69689e-07          -1.69689e+00
       17     4.47028e-04     1.69689e-07          -1.69689e+00
       18     3.29938e-04     1.69690e-07          -1.69690e+00
       19     3.64287e-04     1.69690e-07          -1.69690e+00
       20     1.44187e-04     1.69690e-07          -1.69690e+00
       21     9.49797e-05     1.69690e-07          -1.69690e+00
       22     8.50525e-05     1.69690e-07          -1.69690e+00
       23     2.19784e-05     1.69690e-07          -1.69690e+00
       24     6.58305e-06     1.69690e-07          -1.69690e+00
       25     6.98154e-06     1.69690e-07          -1.69690e+00
       26     3.84577e-06     1.69690e-07          -1.69690e+00
       27     2.54258e-06     1.69690e-07          -1.69690e+00
       28     8.01860e-07     1.69690e-07          -1.69690e+00
       29     3.29736e-07     1.69690e-07          -1.69690e+00
       30     1.90265e-07     1.69690e-07          -1.69690e+00
       31     8.56451e-08     1.69690e-07          -1.69690e+00
