    Step   Residual-2-norm     Threshold      Energy
        1     9.23946e-01     1.00000e-07          -2.17321e-02
        2     9.55908e-01     1.00000e-07          -2.82810e-01
        3     3.94590e-01     1.00000e-07          -8.71712e-01
        4     1.19032e-01     1.22219e-07          -1.22219e+00
        5     2.72216e-01     1.27427e-07          -1.27427e+00
        6     1.22963e-01     1.31650e-07          -1.31650e+00
        7     1.34886e-01     1.33863e-07          -1.33863e+00
        8     2.20193e-01     1.40137e-07          -1.40137e+00
        9     8.60654e-02     1.46115e-07          -1.46115e+00
       10     5.32110e-02     1.47093e-07          -1.47093e+00
       11     2.17771e-02     1.47634e-07          -1.47634e+00
       12     1.21322e-02     1.47842e-07          -1.47842e+00
       13     1.15520e-02     1.47859e-07          -1.47859e+00
       14     5.27527e-03     1.47879e-07          -1.47879e+00
       15     4.54075e-03     1.47891e-07          -1.47891e+00
       16     2.78783e-03     1.47892e-07          -1.47892e+00
       17     6.96575e-04     1.47893e-07          -1.47893e+00
       18     5.18429e-04     1.47894e-07          -1.47894e+00
       19     3.76365e-04     1.47894e-07          -1.47894e+00
       20     1.59701e-04     1.47894e-07          -1.47894e+00
       21     2.03721e-04     1.47894e-07          -1.47894e+00
       22     1.42643e-04     1.47894e-07          -1.47894e+00
       23     2.43745e-05     1.47894e-07          -1.47894e+00
       24     1.87209e-05     1.47894e-07          -1.47894e+00
       25     1.66891e-05     1.47894e-07          -1.47894e+00
       26     4.85707e-06     1.47894e-07          -1.47894e+00
       27     6.12775e-06     1.47894e-07          -1.47894e+00
       28     6.20975e-06     1.47894e-07          -1.47894e+00
       29     8.08155e-07     1.47894e-07          -1.47894e+00
       30     7.73444e-07     1.47894e-07          -1.47894e+00
       31     5.34964e-07     1.47894e-07          -1.47894e+00
       32     1.49001e-07     1.47894e-07          -1.47894e+00
       33     1.83342e-07     1.47894e-07          -1.47894e+00
       34     1.72858e-07     1.47894e-07          -1.47894e+00
       35     3.98001e-08     1.47894e-07          -1.47894e+00
