    0    0    0    0    0    0    0    0 0.8300550458 0.0000000000 
    0    0    0    0    0    1    0    1 0.0000000000 0.0000000000 
    0    1    0    1    0    0    0    0 0.0000000000 0.0000000000 
    0    1    0    1    0    1    0    1 0.1699449542 0.0000000000 
    0    0    0    1    0    1    0    0 0.8300550458 0.0000000000 
    0    1    0    0    0    0    0    1 0.1699449542 0.0000000000 
    0    0    0    1    0    0    0    1 0.0000000000 0.0000000000 
    0    1    0    0    0    1    0    0 0.0000000000 0.0000000000 
    0    0    0    0    1    0    1    0 0.4150275244 0.0000000000 
    0    0    0    0    1    1    1    1 0.4150275215 0.0000000000 
    0    1    0    1    1    0    1    0 0.0849724763 0.0000000000 
    0    1    0    1    1    1    1    1 0.0849724779 0.0000000000 
    0    0    0    1    1    1    1    0 0.0001068443 -0.0000000008 
    0    1    0    0    1    0    1    1 0.0001068443 0.0000000008 
    0    0    0    1    1    0    1    1 0.0001068456 0.0000000001 
    0    1    0    0    1    1    1    0 0.0001068456 -0.0000000001 
    0    0    0    0    2    0    2    0 0.4150275244 0.0000000000 
    0    0    0    0    2    1    2    1 0.4150275215 0.0000000000 
    0    1    0    1    2    0    2    0 0.0849724763 0.0000000000 
    0    1    0    1    2    1    2    1 0.0849724779 0.0000000000 
    0    0    0    1    2    1    2    0 0.0001068456 0.0000000001 
    0    1    0    0    2    0    2    1 0.0001068456 -0.0000000001 
    0    0    0    1    2    0    2    1 0.0001068443 -0.0000000008 
    0    1    0    0    2    1    2    0 0.0001068443 0.0000000008 
    0    0    0    0    3    0    3    0 0.0000001835 0.0000000000 
    0    0    0    0    3    1    3    1 0.8300548623 0.0000000000 
    0    1    0    1    3    0    3    0 0.1699447706 0.0000000000 
    0    1    0    1    3    1    3    1 0.0000001835 0.0000000000 
    0    0    0    1    3    1    3    0 -0.3755841892 0.0000000001 
    0    1    0    0    3    0    3    1 -0.3755841892 -0.0000000001 
    0    0    0    1    3    0    3    1 0.0000001835 -0.0000000000 
    0    1    0    0    3    1    3    0 0.0000001835 0.0000000000 
    1    0    1    0    0    0    0    0 0.4150275244 0.0000000000 
    1    0    1    0    0    1    0    1 0.0849724763 0.0000000000 
    1    1    1    1    0    0    0    0 0.4150275215 0.0000000000 
    1    1    1    1    0    1    0    1 0.0849724779 0.0000000000 
    1    0    1    1    0    1    0    0 0.0001068443 0.0000000008 
    1    1    1    0    0    0    0    1 0.0001068443 -0.0000000008 
    1    0    1    1    0    0    0    1 0.0001068456 0.0000000001 
    1    1    1    0    0    1    0    0 0.0001068456 -0.0000000001 
    1    0    1    0    1    0    1    0 0.5000000007 0.0000000000 
    1    0    1    0    1    1    1    1 0.0000000000 0.0000000000 
    1    1    1    1    1    0    1    0 0.0000000000 0.0000000000 
    1    1    1    1    1    1    1    1 0.4999999993 0.0000000000 
    1    0    1    1    1    1    1    0 0.5000000007 0.0000000000 
    1    1    1    0    1    0    1    1 0.4999999993 0.0000000000 
    1    0    1    1    1    0    1    1 0.0000000000 0.0000000000 
    1    1    1    0    1    1    1    0 0.0000000000 0.0000000000 
    1    0    1    0    2    0    2    0 0.4999998172 0.0000000000 
    1    0    1    0    2    1    2    1 0.0000001835 0.0000000000 
    1    1    1    1    2    0    2    0 0.0000001835 0.0000000000 
    1    1    1    1    2    1    2    1 0.4999998158 0.0000000000 
    1    0    1    1    2    1    2    0 0.0000001835 0.0000000000 
    1    1    1    0    2    0    2    1 0.0000001835 -0.0000000000 
    1    0    1    1    2    0    2    1 0.4999998165 0.0000000002 
    1    1    1    0    2    1    2    0 0.4999998165 -0.0000000002 
    1    0    1    0    3    0    3    0 0.0849724763 0.0000000000 
    1    0    1    0    3    1    3    1 0.4150275244 0.0000000000 
    1    1    1    1    3    0    3    0 0.0849724779 0.0000000000 
    1    1    1    1    3    1    3    1 0.4150275215 0.0000000000 
    1    0    1    1    3    1    3    0 0.0001068429 -0.0000000005 
    1    1    1    0    3    0    3    1 0.0001068429 0.0000000005 
    1    0    1    1    3    0    3    1 0.0001068419 0.0000000001 
    1    1    1    0    3    1    3    0 0.0001068419 -0.0000000001 
    2    0    2    0    0    0    0    0 0.4150275244 0.0000000000 
    2    0    2    0    0    1    0    1 0.0849724763 0.0000000000 
    2    1    2    1    0    0    0    0 0.4150275215 0.0000000000 
    2    1    2    1    0    1    0    1 0.0849724779 0.0000000000 
    2    0    2    1    0    1    0    0 0.0001068456 -0.0000000001 
    2    1    2    0    0    0    0    1 0.0001068456 0.0000000001 
    2    0    2    1    0    0    0    1 0.0001068443 -0.0000000008 
    2    1    2    0    0    1    0    0 0.0001068443 0.0000000008 
    2    0    2    0    1    0    1    0 0.4999998172 0.0000000000 
    2    0    2    0    1    1    1    1 0.0000001835 0.0000000000 
    2    1    2    1    1    0    1    0 0.0000001835 0.0000000000 
    2    1    2    1    1    1    1    1 0.4999998158 0.0000000000 
    2    0    2    1    1    1    1    0 0.0000001835 -0.0000000000 
    2    1    2    0    1    0    1    1 0.0000001835 0.0000000000 
    2    0    2    1    1    0    1    1 0.4999998165 0.0000000002 
    2    1    2    0    1    1    1    0 0.4999998165 -0.0000000002 
    2    0    2    0    2    0    2    0 0.5000000007 0.0000000000 
    2    0    2    0    2    1    2    1 0.0000000000 0.0000000000 
    2    1    2    1    2    0    2    0 0.0000000000 0.0000000000 
    2    1    2    1    2    1    2    1 0.4999999993 0.0000000000 
    2    0    2    1    2    1    2    0 0.5000000007 0.0000000000 
