    Step   Residual-2-norm     Threshold      Energy
        1     8.73090e-01     1.00000e-07          -1.86681e-01
        2     6.60101e-01     1.00000e-07          -3.64709e-01
        3     2.49012e-01     1.00000e-07          -7.89137e-01
        4     3.37546e-02     1.03667e-07          -1.03667e+00
        5     4.04286e-02     1.04701e-07          -1.04701e+00
        6     1.57628e-02     1.05644e-07          -1.05644e+00
        7     1.86102e-02     1.05693e-07          -1.05693e+00
        8     1.67391e-02     1.06031e-07          -1.06031e+00
        9     4.46337e-02     1.06391e-07          -1.06391e+00
       10     4.65626e-02     1.06522e-07          -1.06522e+00
       11     1.14823e-02     1.06856e-07          -1.06856e+00
       12     5.82118e-03     1.07111e-07          -1.07111e+00
       13     5.70499e-03     1.07115e-07          -1.07115e+00
       14     9.96885e-03     1.07126e-07          -1.07126e+00
       15     1.84220e-03     1.07136e-07          -1.07136e+00
       16     2.22409e-03     1.07138e-07          -1.07138e+00
       17     6.06868e-03     1.07139e-07          -1.07139e+00
       18     1.50495e-03     1.07142e-07          -1.07142e+00
       19     1.83464e-03     1.07145e-07          -1.07145e+00
       20     1.91625e-03     1.07145e-07          -1.07145e+00
       21     7.36030e-04     1.07146e-07          -1.07146e+00
       22     4.38361e-04     1.07147e-07          -1.07147e+00
       23     2.41403e-04     1.07147e-07          -1.07147e+00
       24     5.78506e-04     1.07147e-07          -1.07147e+00
       25     1.44985e-04     1.07147e-07          -1.07147e+00
       26     1.07504e-04     1.07147e-07          -1.07147e+00
       27     3.88424e-04     1.07147e-07          -1.07147e+00
       28     1.25470e-04     1.07147e-07          -1.07147e+00
       29     7.97354e-05     1.07147e-07          -1.07147e+00
       30     6.20453e-05     1.07147e-07          -1.07147e+00
       31     4.89008e-05     1.07147e-07          -1.07147e+00
       32     3.51598e-05     1.07147e-07          -1.07147e+00
       33     1.05589e-05     1.07147e-07          -1.07147e+00
       34     3.50615e-05     1.07147e-07          -1.07147e+00
       35     1.44459e-05     1.07147e-07          -1.07147e+00
       36     6.08026e-06     1.07147e-07          -1.07147e+00
       37     2.28111e-05     1.07147e-07          -1.07147e+00
       38     1.17569e-05     1.07147e-07          -1.07147e+00
       39     4.41842e-06     1.07147e-07          -1.07147e+00
       40     2.86727e-06     1.07147e-07          -1.07147e+00
       41     3.30115e-06     1.07147e-07          -1.07147e+00
       42     2.54876e-06     1.07147e-07          -1.07147e+00
       43     4.90211e-07     1.07147e-07          -1.07147e+00
       44     1.88943e-06     1.07147e-07          -1.07147e+00
       45     1.45325e-06     1.07147e-07          -1.07147e+00
       46     3.96804e-07     1.07147e-07          -1.07147e+00
       47     1.14445e-06     1.07147e-07          -1.07147e+00
       48     8.40182e-07     1.07147e-07          -1.07147e+00
       49     2.36391e-07     1.07147e-07          -1.07147e+00
       50     1.33268e-07     1.07147e-07          -1.07147e+00
       51     2.21453e-07     1.07147e-07          -1.07147e+00
       52     1.95437e-07     1.07147e-07          -1.07147e+00
       53     2.87740e-08     1.07147e-07          -1.07147e+00
