    Step   Residual-2-norm     Threshold      Energy
        1     1.09213e+00     1.00000e-07           1.58740e-01
        2     1.38903e+00     1.00000e-07          -3.24537e-01
        3     5.63658e-01     1.18237e-07          -1.18237e+00
        4     2.35826e-01     1.61456e-07          -1.61456e+00
        5     2.02747e-01     1.70812e-07          -1.70812e+00
        6     1.02827e-01     1.75039e-07          -1.75039e+00
        7     9.49250e-02     1.76013e-07          -1.76013e+00
        8     3.02328e-01     1.85273e-07          -1.85273e+00
        9     1.93704e-01     1.95934e-07          -1.95934e+00
       10     8.28951e-02     1.98332e-07          -1.98332e+00
       11     2.44112e-02     1.99251e-07          -1.99251e+00
       12     6.15529e-03     1.99522e-07          -1.99522e+00
       13     6.52831e-03     1.99536e-07          -1.99536e+00
       14     4.45416e-03     1.99538e-07          -1.99538e+00
       15     2.58202e-03     1.99540e-07          -1.99540e+00
       16     1.81368e-03     1.99541e-07          -1.99541e+00
       17     5.81567e-04     1.99542e-07          -1.99542e+00
       18     8.89140e-05     1.99542e-07          -1.99542e+00
       19     2.58047e-05     1.99542e-07          -1.99542e+00
       20     1.94710e-05     1.99542e-07          -1.99542e+00
       21     1.47080e-05     1.99542e-07          -1.99542e+00
       22     1.24141e-05     1.99542e-07          -1.99542e+00
       23     2.16381e-06     1.99542e-07          -1.99542e+00
       24     5.08407e-07     1.99542e-07          -1.99542e+00
       25     2.01887e-07     1.99542e-07          -1.99542e+00
       26     1.40639e-07     1.99542e-07          -1.99542e+00
