    Step   Residual-2-norm     Threshold      Energy
        1     8.76810e-01     1.00000e-07          -2.36880e-01
        2     6.05383e-01     1.00000e-07          -4.05626e-01
        3     2.15110e-01     1.00000e-07          -7.89020e-01
        4     9.82379e-03     1.00382e-07          -1.00382e+00
        5     2.68027e-02     1.01108e-07          -1.01108e+00
        6     6.70680e-03     1.01828e-07          -1.01828e+00
        7     7.88255e-03     1.01842e-07          -1.01842e+00
        8     4.33718e-03     1.01973e-07          -1.01973e+00
        9     6.55534e-03     1.02100e-07          -1.02100e+00
       10     9.74795e-03     1.02104e-07          -1.02104e+00
       11     1.11392e-03     1.02151e-07          -1.02151e+00
       12     7.41159e-04     1.02195e-07          -1.02195e+00
       13     2.16786e-04     1.02195e-07          -1.02195e+00
       14     3.04106e-04     1.02196e-07          -1.02196e+00
       15     2.35119e-04     1.02196e-07          -1.02196e+00
       16     5.84131e-05     1.02196e-07          -1.02196e+00
       17     1.50314e-04     1.02196e-07          -1.02196e+00
       18     1.17265e-04     1.02196e-07          -1.02196e+00
       19     2.15626e-05     1.02196e-07          -1.02196e+00
       20     4.58601e-05     1.02196e-07          -1.02196e+00
       21     3.18005e-05     1.02196e-07          -1.02196e+00
       22     9.81500e-07     1.02196e-07          -1.02196e+00
       23     6.87009e-06     1.02196e-07          -1.02196e+00
       24     3.59273e-06     1.02196e-07          -1.02196e+00
       25     5.34171e-07     1.02196e-07          -1.02196e+00
       26     4.24348e-06     1.02196e-07          -1.02196e+00
       27     1.51848e-06     1.02196e-07          -1.02196e+00
       28     7.66707e-08     1.02196e-07          -1.02196e+00
