    Step   Residual-2-norm     Threshold      Energy
        1     1.02746e+00     1.00000e-07           9.87500e-02
        2     1.22391e+00     1.00000e-07          -2.90487e-01
        3     5.05028e-01     1.03114e-07          -1.03114e+00
        4     1.90601e-01     1.43216e-07          -1.43216e+00
        5     2.77610e-01     1.51689e-07          -1.51689e+00
        6     1.51744e-01     1.56557e-07          -1.56557e+00
        7     1.82402e-01     1.59030e-07          -1.59030e+00
        8     3.01531e-01     1.70404e-07          -1.70404e+00
        9     1.49309e-01     1.81866e-07          -1.81866e+00
       10     7.34261e-02     1.83659e-07          -1.83659e+00
       11     2.07367e-02     1.84494e-07          -1.84494e+00
       12     1.51188e-02     1.84750e-07          -1.84750e+00
       13     1.27689e-02     1.84767e-07          -1.84767e+00
       14     5.09948e-03     1.84782e-07          -1.84782e+00
       15     2.18315e-03     1.84792e-07          -1.84792e+00
       16     1.95131e-03     1.84793e-07          -1.84793e+00
       17     3.19230e-04     1.84794e-07          -1.84794e+00
       18     1.89674e-04     1.84794e-07          -1.84794e+00
       19     2.52475e-04     1.84794e-07          -1.84794e+00
       20     1.07932e-04     1.84794e-07          -1.84794e+00
       21     4.52287e-05     1.84794e-07          -1.84794e+00
       22     2.32698e-05     1.84794e-07          -1.84794e+00
       23     7.21309e-06     1.84794e-07          -1.84794e+00
       24     2.97839e-06     1.84794e-07          -1.84794e+00
       25     2.69273e-06     1.84794e-07          -1.84794e+00
       26     1.77111e-06     1.84794e-07          -1.84794e+00
       27     1.15601e-06     1.84794e-07          -1.84794e+00
       28     2.54306e-07     1.84794e-07          -1.84794e+00
       29     8.79828e-08     1.84794e-07          -1.84794e+00
