    0    0    0    0 0.9403603534 0.0000000000
    0    0    0    1 0.0000000365 -0.0000000268
    0    1    0    0 0.0000000365 0.0000000268
    0    1    0    1 0.0596396466 0.0000000000
    1    0    1    0 0.0995430706 0.0000000000
    1    0    1    1 -0.0000000160 -0.0000000015
    1    1    1    0 -0.0000000160 0.0000000015
    1    1    1    1 0.9004569294 0.0000000000
    2    0    2    0 0.0995430575 0.0000000000
    2    0    2    1 -0.0000000222 -0.0000000202
    2    1    2    0 -0.0000000222 0.0000000202
    2    1    2    1 0.9004569425 0.0000000000
    3    0    3    0 0.0995430415 0.0000000000
    3    0    3    1 -0.0000000052 0.0000000054
    3    1    3    0 -0.0000000052 -0.0000000054
    3    1    3    1 0.9004569585 0.0000000000
