    0    0    0    0 0.8145829154 0.0000000000
    0    0    0    1 0.0000000384 0.0000000652
    0    1    0    0 0.0000000384 -0.0000000652
    0    1    0    1 0.1854170846 0.0000000000
    1    0    1    0 0.2257185515 0.0000000000
    1    0    1    1 0.0000000175 0.0000000411
    1    1    1    0 0.0000000175 -0.0000000411
    1    1    1    1 0.7742814485 0.0000000000
    2    0    2    0 0.2257185642 0.0000000000
    2    0    2    1 -0.0000000824 -0.0000001389
    2    1    2    0 -0.0000000824 0.0000001389
    2    1    2    1 0.7742814358 0.0000000000
    3    0    3    0 0.2257185911 0.0000000000
    3    0    3    1 0.0000001641 0.0000000253
    3    1    3    0 0.0000001641 -0.0000000253
    3    1    3    1 0.7742814089 0.0000000000
