    Step   Residual-2-norm     Threshold      Energy
        1     2.00549e+00     1.00000e-07           2.35579e-01
        2     1.92188e+00     1.00000e-07          -8.22114e-01
        3     1.13785e+00     2.35939e-07          -2.35939e+00
        4     4.02500e-01     2.96919e-07          -2.96919e+00
        5     2.85946e-01     3.14032e-07          -3.14032e+00
        6     3.82594e-01     3.21242e-07          -3.21242e+00
        7     1.34986e-01     3.26346e-07          -3.26346e+00
        8     2.90318e-02     3.28536e-07          -3.28536e+00
        9     4.17883e-03     3.28747e-07          -3.28747e+00
       10     3.84760e-03     3.28755e-07          -3.28755e+00
       11     2.76445e-03     3.28756e-07          -3.28756e+00
       12     2.03798e-03     3.28757e-07          -3.28757e+00
       13     1.36708e-03     3.28757e-07          -3.28757e+00
       14     2.18290e-03     3.28757e-07          -3.28757e+00
       15     6.48036e-03     3.28758e-07          -3.28758e+00
       16     3.07293e-02     3.28815e-07          -3.28815e+00
       17     1.34483e-02     3.28881e-07          -3.28881e+00
       18     7.62554e-03     3.28894e-07          -3.28894e+00
       19     7.04215e-03     3.28898e-07          -3.28898e+00
       20     3.75039e-03     3.28901e-07          -3.28901e+00
       21     1.22334e-03     3.28903e-07          -3.28903e+00
       22     2.17020e-04     3.28903e-07          -3.28903e+00
       23     2.56814e-05     3.28903e-07          -3.28903e+00
       24     3.36241e-05     3.28903e-07          -3.28903e+00
       25     6.17944e-05     3.28903e-07          -3.28903e+00
       26     1.40089e-04     3.28903e-07          -3.28903e+00
       27     1.51789e-04     3.28903e-07          -3.28903e+00
       28     3.41263e-04     3.28903e-07          -3.28903e+00
       29     3.06330e-04     3.28903e-07          -3.28903e+00
       30     5.85654e-05     3.28903e-07          -3.28903e+00
       31     1.29728e-05     3.28903e-07          -3.28903e+00
       32     6.22436e-06     3.28903e-07          -3.28903e+00
       33     8.12341e-07     3.28903e-07          -3.28903e+00
       34     2.47529e-07     3.28903e-07          -3.28903e+00
