    Step   Residual-2-norm     Threshold      Energy
        1     1.02681e+00     1.00000e-07           9.77947e-02
        2     1.21830e+00     1.00000e-07          -2.89467e-01
        3     5.03568e-01     1.02624e-07          -1.02624e+00
        4     1.88265e-01     1.42552e-07          -1.42552e+00
        5     2.85577e-01     1.51024e-07          -1.51024e+00
        6     1.60189e-01     1.55989e-07          -1.55989e+00
        7     1.95249e-01     1.58734e-07          -1.58734e+00
        8     3.13926e-01     1.70151e-07          -1.70151e+00
        9     1.55413e-01     1.81607e-07          -1.81607e+00
       10     7.88821e-02     1.83583e-07          -1.83583e+00
       11     2.31670e-02     1.84521e-07          -1.84521e+00
       12     1.82268e-02     1.84811e-07          -1.84811e+00
       13     1.48663e-02     1.84833e-07          -1.84833e+00
       14     5.56528e-03     1.84854e-07          -1.84854e+00
       15     3.20145e-03     1.84867e-07          -1.84867e+00
       16     2.49375e-03     1.84868e-07          -1.84868e+00
       17     4.25009e-04     1.84869e-07          -1.84869e+00
       18     2.92701e-04     1.84869e-07          -1.84869e+00
       19     3.48906e-04     1.84869e-07          -1.84869e+00
       20     1.39896e-04     1.84869e-07          -1.84869e+00
       21     8.01655e-05     1.84869e-07          -1.84869e+00
       22     4.65256e-05     1.84869e-07          -1.84869e+00
       23     1.89648e-05     1.84869e-07          -1.84869e+00
       24     5.32494e-06     1.84869e-07          -1.84869e+00
       25     4.46272e-06     1.84869e-07          -1.84869e+00
       26     3.50269e-06     1.84869e-07          -1.84869e+00
       27     2.03524e-06     1.84869e-07          -1.84869e+00
       28     4.12655e-07     1.84869e-07          -1.84869e+00
       29     2.17730e-07     1.84869e-07          -1.84869e+00
       30     1.30487e-07     1.84869e-07          -1.84869e+00
