    Step   Residual-2-norm     Threshold      Energy
        1     9.57788e-01     1.00000e-07           1.53083e-02
        2     1.08719e+00     1.00000e-07          -2.94497e-01
        3     4.43724e-01     1.00000e-07          -9.58777e-01
        4     1.75012e-01     1.34558e-07          -1.34558e+00
        5     1.69472e-01     1.40641e-07          -1.40641e+00
        6     6.81586e-02     1.43911e-07          -1.43911e+00
        7     4.23118e-02     1.44515e-07          -1.44515e+00
        8     7.84470e-02     1.45122e-07          -1.45122e+00
        9     2.39805e-01     1.46358e-07          -1.46358e+00
       10     1.77580e-01     1.49099e-07          -1.49099e+00
       11     1.00280e-01     1.52107e-07          -1.52107e+00
       12     6.26095e-02     1.53392e-07          -1.53392e+00
       13     3.07715e-02     1.53747e-07          -1.53747e+00
       14     2.78182e-02     1.53926e-07          -1.53926e+00
       15     2.59988e-02     1.53983e-07          -1.53983e+00
       16     2.83221e-02     1.54065e-07          -1.54065e+00
       17     2.49534e-02     1.54140e-07          -1.54140e+00
       18     1.70910e-02     1.54195e-07          -1.54195e+00
       19     1.36284e-02     1.54238e-07          -1.54238e+00
       20     6.02004e-03     1.54251e-07          -1.54251e+00
       21     4.67117e-03     1.54257e-07          -1.54257e+00
       22     2.45856e-03     1.54259e-07          -1.54259e+00
       23     2.96346e-03     1.54260e-07          -1.54260e+00
       24     3.93008e-03     1.54261e-07          -1.54261e+00
       25     2.53051e-03     1.54262e-07          -1.54262e+00
       26     2.09456e-03     1.54263e-07          -1.54263e+00
       27     9.64528e-04     1.54263e-07          -1.54263e+00
       28     4.16681e-04     1.54263e-07          -1.54263e+00
       29     4.61067e-04     1.54263e-07          -1.54263e+00
       30     2.81387e-04     1.54263e-07          -1.54263e+00
       31     4.90158e-04     1.54263e-07          -1.54263e+00
       32     3.31540e-04     1.54263e-07          -1.54263e+00
       33     2.19460e-04     1.54263e-07          -1.54263e+00
       34     1.95575e-04     1.54263e-07          -1.54263e+00
       35     8.41842e-05     1.54263e-07          -1.54263e+00
       36     6.07549e-05     1.54263e-07          -1.54263e+00
       37     4.16784e-05     1.54263e-07          -1.54263e+00
       38     3.32675e-05     1.54263e-07          -1.54263e+00
       39     4.50927e-05     1.54263e-07          -1.54263e+00
       40     3.91103e-05     1.54263e-07          -1.54263e+00
       41     2.90665e-05     1.54263e-07          -1.54263e+00
       42     1.36181e-05     1.54263e-07          -1.54263e+00
       43     7.53808e-06     1.54263e-07          -1.54263e+00
       44     4.42865e-06     1.54263e-07          -1.54263e+00
       45     4.52385e-06     1.54263e-07          -1.54263e+00
       46     5.97833e-06     1.54263e-07          -1.54263e+00
       47     4.29919e-06     1.54263e-07          -1.54263e+00
       48     3.66542e-06     1.54263e-07          -1.54263e+00
       49     2.32386e-06     1.54263e-07          -1.54263e+00
       50     1.16067e-06     1.54263e-07          -1.54263e+00
       51     1.11219e-06     1.54263e-07          -1.54263e+00
       52     4.45868e-07     1.54263e-07          -1.54263e+00
       53     5.71409e-07     1.54263e-07          -1.54263e+00
       54     5.47875e-07     1.54263e-07          -1.54263e+00
       55     4.88647e-07     1.54263e-07          -1.54263e+00
       56     5.23262e-07     1.54263e-07          -1.54263e+00
       57     2.06552e-07     1.54263e-07          -1.54263e+00
       58     1.04233e-07     1.54263e-07          -1.54263e+00
