    0    0    0    0 0.9704114111 0.0000000000
    0    0    0    1 -0.0000000007 0.0000000109
    0    1    0    0 -0.0000000007 -0.0000000109
    0    1    0    1 0.0295885889 0.0000000000
    1    0    1    0 0.0640312028 0.0000000000
    1    0    1    1 0.0000000249 -0.0000000051
    1    1    1    0 0.0000000249 0.0000000051
    1    1    1    1 0.9359687972 0.0000000000
    2    0    2    0 0.0640312017 0.0000000000
    2    0    2    1 -0.0000000467 0.0000000701
    2    1    2    0 -0.0000000467 -0.0000000701
    2    1    2    1 0.9359687983 0.0000000000
    3    0    3    0 0.0640312023 0.0000000000
    3    0    3    1 -0.0000000067 -0.0000000821
    3    1    3    0 -0.0000000067 0.0000000821
    3    1    3    1 0.9359687977 0.0000000000
