    Step   Residual-2-norm     Threshold      Energy
        1     1.23268e+00     1.00000e-07           2.65132e-01
        2     1.50653e+00     1.00000e-07          -3.44631e-01
        3     6.56538e-01     1.31809e-07          -1.31809e+00
        4     2.75820e-01     1.76715e-07          -1.76715e+00
        5     3.16201e-01     1.89964e-07          -1.89964e+00
        6     2.57572e-01     1.96662e-07          -1.96662e+00
        7     4.84138e-01     2.02638e-07          -2.02638e+00
        8     4.07594e-01     2.20152e-07          -2.20152e+00
        9     2.04857e-01     2.35755e-07          -2.35755e+00
       10     9.83006e-02     2.38766e-07          -2.38766e+00
       11     4.12403e-02     2.39941e-07          -2.39941e+00
       12     4.10199e-02     2.40223e-07          -2.40223e+00
       13     2.34312e-02     2.40314e-07          -2.40314e+00
       14     1.01437e-02     2.40380e-07          -2.40380e+00
       15     7.03293e-03     2.40396e-07          -2.40396e+00
       16     2.74118e-03     2.40399e-07          -2.40399e+00
       17     1.30113e-03     2.40400e-07          -2.40400e+00
       18     1.45337e-03     2.40400e-07          -2.40400e+00
       19     7.07678e-04     2.40400e-07          -2.40400e+00
       20     3.74595e-04     2.40400e-07          -2.40400e+00
       21     2.11564e-04     2.40400e-07          -2.40400e+00
       22     9.14560e-05     2.40400e-07          -2.40400e+00
       23     4.45319e-05     2.40400e-07          -2.40400e+00
       24     3.92140e-05     2.40400e-07          -2.40400e+00
       25     2.76021e-05     2.40400e-07          -2.40400e+00
       26     1.36185e-05     2.40400e-07          -2.40400e+00
       27     4.89372e-06     2.40400e-07          -2.40400e+00
       28     2.42287e-06     2.40400e-07          -2.40400e+00
       29     1.62743e-06     2.40400e-07          -2.40400e+00
       30     9.65902e-07     2.40400e-07          -2.40400e+00
       31     9.02070e-07     2.40400e-07          -2.40400e+00
       32     3.14571e-07     2.40400e-07          -2.40400e+00
       33     9.72639e-08     2.40400e-07          -2.40400e+00
