    0    0    0    0 0.9609893208 0.0000000000
    0    0    0    1 -0.0000000161 0.0000000022
    0    1    0    0 -0.0000000161 -0.0000000022
    0    1    0    1 0.0390106792 0.0000000000
    1    0    1    0 0.0775023481 0.0000000000
    1    0    1    1 -0.0000000525 0.0000000133
    1    1    1    0 -0.0000000525 -0.0000000133
    1    1    1    1 0.9224976519 0.0000000000
    2    0    2    0 0.0775023455 0.0000000000
    2    0    2    1 0.0000000007 -0.0000001263
    2    1    2    0 0.0000000007 0.0000001263
    2    1    2    1 0.9224976545 0.0000000000
    3    0    3    0 0.0775023373 0.0000000000
    3    0    3    1 0.0000000062 0.0000000914
    3    1    3    0 0.0000000062 -0.0000000914
    3    1    3    1 0.9224976627 0.0000000000
