    Step   Residual-2-norm     Threshold      Energy
        1     8.73383e-01     1.00000e-07          -1.62776e-01
        2     6.90964e-01     1.00000e-07          -3.46798e-01
        3     2.67469e-01     1.00000e-07          -7.92456e-01
        4     4.51883e-02     1.05640e-07          -1.05640e+00
        5     7.02945e-02     1.07258e-07          -1.07258e+00
        6     2.55887e-02     1.08714e-07          -1.08714e+00
        7     3.05074e-02     1.08848e-07          -1.08848e+00
        8     2.97698e-02     1.09841e-07          -1.09841e+00
        9     4.34031e-02     1.10810e-07          -1.10810e+00
       10     3.85547e-02     1.10951e-07          -1.10951e+00
       11     4.32246e-03     1.11219e-07          -1.11219e+00
       12     3.32139e-03     1.11388e-07          -1.11388e+00
       13     2.07160e-03     1.11389e-07          -1.11389e+00
       14     1.22224e-03     1.11391e-07          -1.11391e+00
       15     1.63780e-03     1.11393e-07          -1.11393e+00
       16     1.46243e-03     1.11393e-07          -1.11393e+00
       17     3.27205e-04     1.11393e-07          -1.11393e+00
       18     3.17597e-04     1.11394e-07          -1.11394e+00
       19     2.02945e-04     1.11394e-07          -1.11394e+00
       20     3.43200e-05     1.11394e-07          -1.11394e+00
       21     4.34194e-05     1.11394e-07          -1.11394e+00
       22     4.81203e-05     1.11394e-07          -1.11394e+00
       23     1.79792e-05     1.11394e-07          -1.11394e+00
       24     2.01963e-05     1.11394e-07          -1.11394e+00
       25     1.56184e-05     1.11394e-07          -1.11394e+00
       26     2.47771e-06     1.11394e-07          -1.11394e+00
       27     2.25908e-06     1.11394e-07          -1.11394e+00
       28     1.38162e-06     1.11394e-07          -1.11394e+00
       29     6.00737e-07     1.11394e-07          -1.11394e+00
       30     1.02066e-06     1.11394e-07          -1.11394e+00
       31     9.84723e-07     1.11394e-07          -1.11394e+00
       32     1.20047e-07     1.11394e-07          -1.11394e+00
       33     1.31293e-07     1.11394e-07          -1.11394e+00
       34     1.08700e-07     1.11394e-07          -1.11394e+00
