    Step   Residual-2-norm     Threshold      Energy
        1     9.10841e-01     1.00000e-07          -6.83599e-02
        2     8.98591e-01     1.00000e-07          -3.09492e-01
        3     3.69670e-01     1.00000e-07          -8.71887e-01
        4     1.36775e-01     1.21309e-07          -1.21309e+00
        5     1.30745e-01     1.25462e-07          -1.25462e+00
        6     5.67697e-02     1.27882e-07          -1.27882e+00
        7     3.35031e-02     1.28309e-07          -1.28309e+00
        8     8.18528e-03     1.28577e-07          -1.28577e+00
        9     9.99945e-03     1.28679e-07          -1.28679e+00
       10     2.71827e-02     1.28704e-07          -1.28704e+00
       11     4.88752e-02     1.29550e-07          -1.29550e+00
       12     3.05009e-02     1.30420e-07          -1.30420e+00
       13     1.29123e-02     1.30492e-07          -1.30492e+00
       14     6.66732e-03     1.30530e-07          -1.30530e+00
       15     2.62505e-03     1.30547e-07          -1.30547e+00
       16     3.72183e-03     1.30549e-07          -1.30549e+00
       17     5.70504e-04     1.30550e-07          -1.30550e+00
       18     1.91680e-04     1.30550e-07          -1.30550e+00
       19     8.12042e-04     1.30550e-07          -1.30550e+00
       20     7.89819e-04     1.30550e-07          -1.30550e+00
       21     1.67454e-04     1.30550e-07          -1.30550e+00
       22     6.85631e-05     1.30551e-07          -1.30551e+00
       23     8.11906e-05     1.30551e-07          -1.30551e+00
       24     3.83441e-06     1.30551e-07          -1.30551e+00
       25     9.53455e-07     1.30551e-07          -1.30551e+00
       26     1.90559e-06     1.30551e-07          -1.30551e+00
       27     2.00274e-06     1.30551e-07          -1.30551e+00
       28     1.23921e-06     1.30551e-07          -1.30551e+00
       29     2.16560e-06     1.30551e-07          -1.30551e+00
       30     1.74550e-06     1.30551e-07          -1.30551e+00
       31     5.37694e-07     1.30551e-07          -1.30551e+00
       32     1.64801e-07     1.30551e-07          -1.30551e+00
       33     3.51275e-08     1.30551e-07          -1.30551e+00
