    0    0    0    0 0.5590202905 0.0000000000
    0    0    0    1 -0.0000000613 0.0000001676
    0    1    0    0 -0.0000000613 -0.0000001676
    0    1    0    1 0.4409797095 0.0000000000
    1    0    1    0 0.4430431617 0.0000000000
    1    0    1    1 -0.0000002347 -0.0000001418
    1    1    1    0 -0.0000002347 0.0000001418
    1    1    1    1 0.5569568383 0.0000000000
    2    0    2    0 0.4882456277 0.0000000000
    2    0    2    1 -0.0000005544 0.0000000748
    2    1    2    0 -0.0000005544 -0.0000000748
    2    1    2    1 0.5117543723 0.0000000000
    3    0    3    0 0.5096909201 0.0000000000
    3    0    3    1 0.0000006026 -0.0000001011
    3    1    3    0 0.0000006026 0.0000001011
    3    1    3    1 0.4903090799 0.0000000000
