    Step   Residual-2-norm     Threshold      Energy
        1     1.20999e+00     1.00000e-07           2.54362e-01
        2     1.54887e+00     1.00000e-07          -3.61602e-01
        3     6.43429e-01     1.35940e-07          -1.35940e+00
        4     2.75058e-01     1.81469e-07          -1.81469e+00
        5     2.23329e-01     1.92856e-07          -1.92856e+00
        6     1.38889e-01     1.97727e-07          -1.97727e+00
        7     1.99601e-01     1.99302e-07          -1.99302e+00
        8     3.34667e-01     2.13617e-07          -2.13617e+00
        9     1.72532e-01     2.28609e-07          -2.28609e+00
       10     6.70361e-02     2.30553e-07          -2.30553e+00
       11     1.76663e-02     2.31226e-07          -2.31226e+00
       12     8.91861e-03     2.31383e-07          -2.31383e+00
       13     9.33583e-03     2.31391e-07          -2.31391e+00
       14     6.57969e-03     2.31397e-07          -2.31397e+00
       15     1.12772e-03     2.31401e-07          -2.31401e+00
       16     5.20532e-04     2.31402e-07          -2.31402e+00
       17     3.75746e-04     2.31402e-07          -2.31402e+00
       18     1.07331e-04     2.31402e-07          -2.31402e+00
       19     4.48478e-05     2.31402e-07          -2.31402e+00
       20     5.36747e-05     2.31402e-07          -2.31402e+00
       21     5.96702e-06     2.31402e-07          -2.31402e+00
       22     3.19561e-06     2.31402e-07          -2.31402e+00
       23     1.20219e-06     2.31402e-07          -2.31402e+00
       24     5.66561e-07     2.31402e-07          -2.31402e+00
       25     3.71520e-07     2.31402e-07          -2.31402e+00
       26     2.38755e-07     2.31402e-07          -2.31402e+00
       27     7.73788e-08     2.31402e-07          -2.31402e+00
