    Step   Residual-2-norm     Threshold      Energy
        1     1.00456e+00     1.00000e-07           7.62772e-02
        2     1.18287e+00     1.00000e-07          -2.87049e-01
        3     4.85947e-01     1.00210e-07          -1.00210e+00
        4     1.81536e-01     1.39789e-07          -1.39789e+00
        5     2.63664e-01     1.47604e-07          -1.47604e+00
        6     1.32617e-01     1.52190e-07          -1.52190e+00
        7     1.50022e-01     1.54209e-07          -1.54209e+00
        8     2.64646e-01     1.64486e-07          -1.64486e+00
        9     1.27756e-01     1.74834e-07          -1.74834e+00
       10     6.04426e-02     1.76191e-07          -1.76191e+00
       11     1.66535e-02     1.76824e-07          -1.76824e+00
       12     1.06466e-02     1.77021e-07          -1.77021e+00
       13     8.78304e-03     1.77031e-07          -1.77031e+00
       14     4.54120e-03     1.77039e-07          -1.77039e+00
       15     1.24529e-03     1.77046e-07          -1.77046e+00
       16     1.19685e-03     1.77046e-07          -1.77046e+00
       17     3.59321e-04     1.77046e-07          -1.77046e+00
       18     9.84307e-05     1.77046e-07          -1.77046e+00
       19     1.14783e-04     1.77046e-07          -1.77046e+00
       20     1.10149e-04     1.77046e-07          -1.77046e+00
       21     1.93005e-05     1.77046e-07          -1.77046e+00
       22     1.30303e-05     1.77046e-07          -1.77046e+00
       23     7.56079e-06     1.77046e-07          -1.77046e+00
       24     1.23812e-06     1.77046e-07          -1.77046e+00
       25     1.17988e-06     1.77046e-07          -1.77046e+00
       26     7.01887e-07     1.77046e-07          -1.77046e+00
       27     2.97710e-07     1.77046e-07          -1.77046e+00
       28     1.61016e-07     1.77046e-07          -1.77046e+00
