    0    0    0    0 0.9357265564 0.0000000000
    0    0    0    1 0.0000000024 0.0000000003
    0    1    0    0 0.0000000024 -0.0000000003
    0    1    0    1 0.0642734436 0.0000000000
    1    0    1    0 0.0908235770 0.0000000000
    1    0    1    1 0.0000000105 -0.0000000038
    1    1    1    0 0.0000000105 0.0000000038
    1    1    1    1 0.9091764230 0.0000000000
    2    0    2    0 0.0908235834 0.0000000000
    2    0    2    1 0.0000000090 0.0000000113
    2    1    2    0 0.0000000090 -0.0000000113
    2    1    2    1 0.9091764166 0.0000000000
    3    0    3    0 0.0908235967 0.0000000000
    3    0    3    1 0.0000000036 -0.0000000071
    3    1    3    0 0.0000000036 0.0000000071
    3    1    3    1 0.9091764033 0.0000000000
