    Step   Residual-2-norm     Threshold      Energy
        1     9.56620e-01     1.00000e-07          -1.53365e-01
        2     8.10242e-01     1.00000e-07          -3.88805e-01
        3     4.19877e-01     1.00000e-07          -8.74745e-01
        4     2.59757e-01     1.20483e-07          -1.20483e+00
        5     3.21884e-01     1.33310e-07          -1.33310e+00
        6     1.52654e-01     1.40004e-07          -1.40004e+00
        7     8.96653e-02     1.42787e-07          -1.42787e+00
        8     1.01550e-01     1.44596e-07          -1.44596e+00
        9     6.80107e-02     1.45680e-07          -1.45680e+00
       10     2.04182e-02     1.46023e-07          -1.46023e+00
       11     3.63643e-02     1.46189e-07          -1.46189e+00
       12     9.02909e-02     1.46373e-07          -1.46373e+00
       13     5.64014e-02     1.46953e-07          -1.46953e+00
       14     5.14531e-02     1.47591e-07          -1.47591e+00
       15     3.92546e-02     1.47841e-07          -1.47841e+00
       16     9.34934e-03     1.47954e-07          -1.47954e+00
       17     8.07478e-03     1.48007e-07          -1.48007e+00
       18     6.23101e-03     1.48012e-07          -1.48012e+00
       19     4.25930e-03     1.48016e-07          -1.48016e+00
       20     3.08885e-03     1.48019e-07          -1.48019e+00
       21     2.12720e-03     1.48020e-07          -1.48020e+00
       22     2.80692e-03     1.48021e-07          -1.48021e+00
       23     4.02203e-03     1.48022e-07          -1.48022e+00
       24     3.83618e-03     1.48023e-07          -1.48023e+00
       25     2.29340e-03     1.48025e-07          -1.48025e+00
       26     1.47546e-03     1.48026e-07          -1.48026e+00
       27     3.17746e-04     1.48026e-07          -1.48026e+00
       28     2.76692e-04     1.48026e-07          -1.48026e+00
       29     2.30228e-04     1.48026e-07          -1.48026e+00
       30     1.18368e-04     1.48026e-07          -1.48026e+00
       31     2.12338e-04     1.48026e-07          -1.48026e+00
       32     1.61082e-04     1.48026e-07          -1.48026e+00
       33     1.23418e-04     1.48026e-07          -1.48026e+00
       34     2.06897e-04     1.48026e-07          -1.48026e+00
       35     2.21591e-04     1.48026e-07          -1.48026e+00
       36     5.96281e-05     1.48026e-07          -1.48026e+00
       37     5.59296e-05     1.48026e-07          -1.48026e+00
       38     2.90602e-05     1.48026e-07          -1.48026e+00
       39     7.47136e-06     1.48026e-07          -1.48026e+00
       40     6.87697e-06     1.48026e-07          -1.48026e+00
       41     6.15414e-06     1.48026e-07          -1.48026e+00
       42     1.19166e-05     1.48026e-07          -1.48026e+00
       43     1.20041e-05     1.48026e-07          -1.48026e+00
       44     7.77634e-06     1.48026e-07          -1.48026e+00
       45     4.51712e-06     1.48026e-07          -1.48026e+00
       46     2.68404e-06     1.48026e-07          -1.48026e+00
       47     1.58252e-06     1.48026e-07          -1.48026e+00
       48     1.73125e-06     1.48026e-07          -1.48026e+00
       49     1.00797e-06     1.48026e-07          -1.48026e+00
       50     3.22439e-07     1.48026e-07          -1.48026e+00
       51     4.14422e-07     1.48026e-07          -1.48026e+00
       52     3.96095e-07     1.48026e-07          -1.48026e+00
       53     3.51273e-07     1.48026e-07          -1.48026e+00
       54     9.01607e-07     1.48026e-07          -1.48026e+00
       55     3.30357e-07     1.48026e-07          -1.48026e+00
       56     1.02569e-07     1.48026e-07          -1.48026e+00
