    Step   Residual-2-norm     Threshold      Energy
        1     9.82332e-01     1.00000e-07          -1.29721e-01
        2     9.15266e-01     1.00000e-07          -3.99979e-01
        3     3.74143e-01     1.00000e-07          -9.42668e-01
        4     2.09649e-01     1.25664e-07          -1.25664e+00
        5     1.92097e-01     1.34125e-07          -1.34125e+00
        6     6.51827e-02     1.38912e-07          -1.38912e+00
        7     8.68112e-02     1.40106e-07          -1.40106e+00
        8     2.33973e-02     1.41193e-07          -1.41193e+00
        9     4.59679e-03     1.41572e-07          -1.41572e+00
       10     2.10804e-03     1.41579e-07          -1.41579e+00
       11     1.92131e-03     1.41580e-07          -1.41580e+00
       12     2.20508e-03     1.41581e-07          -1.41581e+00
       13     2.45080e-03     1.41581e-07          -1.41581e+00
       14     3.69468e-03     1.41585e-07          -1.41585e+00
       15     9.84743e-03     1.41590e-07          -1.41590e+00
       16     2.09909e-02     1.41610e-07          -1.41610e+00
       17     5.74019e-03     1.41651e-07          -1.41651e+00
       18     4.13896e-03     1.41675e-07          -1.41675e+00
       19     2.55602e-03     1.41676e-07          -1.41676e+00
       20     9.80140e-04     1.41677e-07          -1.41677e+00
       21     9.41134e-04     1.41678e-07          -1.41678e+00
       22     7.84828e-04     1.41678e-07          -1.41678e+00
       23     1.77671e-04     1.41678e-07          -1.41678e+00
       24     1.06169e-04     1.41678e-07          -1.41678e+00
       25     1.12027e-04     1.41678e-07          -1.41678e+00
       26     3.62959e-04     1.41678e-07          -1.41678e+00
       27     3.40395e-04     1.41678e-07          -1.41678e+00
       28     5.63330e-04     1.41678e-07          -1.41678e+00
       29     4.97538e-04     1.41678e-07          -1.41678e+00
       30     6.00985e-04     1.41678e-07          -1.41678e+00
       31     6.81204e-04     1.41678e-07          -1.41678e+00
       32     1.17183e-04     1.41678e-07          -1.41678e+00
       33     2.75632e-05     1.41678e-07          -1.41678e+00
       34     2.87046e-05     1.41678e-07          -1.41678e+00
       35     2.23101e-05     1.41678e-07          -1.41678e+00
       36     1.20035e-05     1.41678e-07          -1.41678e+00
       37     9.93841e-06     1.41678e-07          -1.41678e+00
       38     5.40713e-06     1.41678e-07          -1.41678e+00
       39     4.35560e-06     1.41678e-07          -1.41678e+00
       40     3.16776e-05     1.41678e-07          -1.41678e+00
       41     4.17653e-05     1.41678e-07          -1.41678e+00
       42     1.84125e-05     1.41678e-07          -1.41678e+00
       43     2.25278e-05     1.41678e-07          -1.41678e+00
       44     1.91548e-05     1.41678e-07          -1.41678e+00
       45     9.32500e-06     1.41678e-07          -1.41678e+00
       46     6.48575e-06     1.41678e-07          -1.41678e+00
       47     2.85486e-06     1.41678e-07          -1.41678e+00
       48     4.97076e-07     1.41678e-07          -1.41678e+00
       49     3.60450e-07     1.41678e-07          -1.41678e+00
       50     6.61763e-07     1.41678e-07          -1.41678e+00
       51     1.93781e-07     1.41678e-07          -1.41678e+00
       52     3.63843e-07     1.41678e-07          -1.41678e+00
       53     6.37359e-07     1.41678e-07          -1.41678e+00
       54     5.11694e-07     1.41678e-07          -1.41678e+00
       55     1.70797e-06     1.41678e-07          -1.41678e+00
       56     1.82989e-06     1.41678e-07          -1.41678e+00
       57     3.05313e-07     1.41678e-07          -1.41678e+00
       58     4.18882e-07     1.41678e-07          -1.41678e+00
       59     2.91606e-07     1.41678e-07          -1.41678e+00
       60     7.74042e-08     1.41678e-07          -1.41678e+00
