    Step   Residual-2-norm     Threshold      Energy
        1     8.73886e-01     1.00000e-07          -1.98634e-01
        2     6.46737e-01     1.00000e-07          -3.74365e-01
        3     2.40340e-01     1.00000e-07          -7.88798e-01
        4     2.88498e-02     1.02827e-07          -1.02827e+00
        5     2.88874e-02     1.03608e-07          -1.03608e+00
        6     1.21663e-02     1.04323e-07          -1.04323e+00
        7     1.41309e-02     1.04351e-07          -1.04351e+00
        8     8.59212e-03     1.04508e-07          -1.04508e+00
        9     3.11297e-02     1.04674e-07          -1.04674e+00
       10     3.99038e-02     1.04743e-07          -1.04743e+00
       11     1.70900e-02     1.05039e-07          -1.05039e+00
       12     7.77427e-03     1.05294e-07          -1.05294e+00
       13     4.38836e-03     1.05302e-07          -1.05302e+00
       14     1.46642e-02     1.05311e-07          -1.05311e+00
       15     3.65468e-03     1.05322e-07          -1.05322e+00
       16     1.37017e-03     1.05328e-07          -1.05328e+00
       17     1.53699e-03     1.05329e-07          -1.05329e+00
       18     3.12662e-03     1.05330e-07          -1.05330e+00
       19     2.82545e-03     1.05332e-07          -1.05332e+00
       20     8.01184e-04     1.05332e-07          -1.05332e+00
       21     2.93354e-03     1.05333e-07          -1.05333e+00
       22     3.22433e-03     1.05334e-07          -1.05334e+00
       23     3.54082e-04     1.05334e-07          -1.05334e+00
       24     2.96792e-04     1.05335e-07          -1.05335e+00
       25     2.28859e-04     1.05335e-07          -1.05335e+00
       26     3.79683e-04     1.05335e-07          -1.05335e+00
       27     9.73330e-05     1.05335e-07          -1.05335e+00
       28     5.75479e-05     1.05335e-07          -1.05335e+00
       29     1.79947e-04     1.05335e-07          -1.05335e+00
       30     1.43228e-04     1.05335e-07          -1.05335e+00
       31     8.49486e-05     1.05335e-07          -1.05335e+00
       32     4.52378e-05     1.05335e-07          -1.05335e+00
       33     1.18914e-04     1.05335e-07          -1.05335e+00
       34     1.11674e-04     1.05335e-07          -1.05335e+00
       35     9.98821e-06     1.05335e-07          -1.05335e+00
       36     1.56738e-05     1.05335e-07          -1.05335e+00
       37     1.50979e-05     1.05335e-07          -1.05335e+00
       38     7.25862e-06     1.05335e-07          -1.05335e+00
       39     3.74178e-06     1.05335e-07          -1.05335e+00
       40     3.86443e-06     1.05335e-07          -1.05335e+00
       41     1.96965e-05     1.05335e-07          -1.05335e+00
       42     5.34280e-06     1.05335e-07          -1.05335e+00
       43     2.30977e-06     1.05335e-07          -1.05335e+00
       44     2.38001e-06     1.05335e-07          -1.05335e+00
       45     3.22175e-06     1.05335e-07          -1.05335e+00
       46     2.47670e-06     1.05335e-07          -1.05335e+00
       47     3.69863e-07     1.05335e-07          -1.05335e+00
       48     9.37410e-07     1.05335e-07          -1.05335e+00
       49     9.15601e-07     1.05335e-07          -1.05335e+00
       50     1.91089e-07     1.05335e-07          -1.05335e+00
       51     2.50279e-07     1.05335e-07          -1.05335e+00
       52     3.61211e-07     1.05335e-07          -1.05335e+00
       53     7.28368e-07     1.05335e-07          -1.05335e+00
       54     1.56500e-07     1.05335e-07          -1.05335e+00
       55     7.48689e-08     1.05335e-07          -1.05335e+00
