    Step   Residual-2-norm     Threshold      Energy
        1     1.29200e+00     1.00000e-07           3.14125e-01
        2     1.64060e+00     1.00000e-07          -3.84778e-01
        3     6.94945e-01     1.47359e-07          -1.47359e+00
        4     3.00097e-01     1.94602e-07          -1.94602e+00
        5     2.43793e-01     2.07239e-07          -2.07239e+00
        6     1.75778e-01     2.12669e-07          -2.12669e+00
        7     3.52433e-01     2.15319e-07          -2.15319e+00
        8     3.69405e-01     2.31946e-07          -2.31946e+00
        9     1.84503e-01     2.48537e-07          -2.48537e+00
       10     7.43233e-02     2.50734e-07          -2.50734e+00
       11     2.16227e-02     2.51515e-07          -2.51515e+00
       12     1.95857e-02     2.51678e-07          -2.51678e+00
       13     1.59461e-02     2.51698e-07          -2.51698e+00
       14     4.93645e-03     2.51717e-07          -2.51717e+00
       15     2.03664e-03     2.51725e-07          -2.51725e+00
       16     1.24909e-03     2.51726e-07          -2.51726e+00
       17     3.87994e-04     2.51726e-07          -2.51726e+00
       18     2.34311e-04     2.51726e-07          -2.51726e+00
       19     2.84252e-04     2.51726e-07          -2.51726e+00
       20     1.36007e-04     2.51726e-07          -2.51726e+00
       21     2.28023e-05     2.51726e-07          -2.51726e+00
       22     1.54161e-05     2.51726e-07          -2.51726e+00
       23     5.63773e-06     2.51726e-07          -2.51726e+00
       24     3.33072e-06     2.51726e-07          -2.51726e+00
       25     2.73447e-06     2.51726e-07          -2.51726e+00
       26     9.18528e-07     2.51726e-07          -2.51726e+00
       27     3.24128e-07     2.51726e-07          -2.51726e+00
       28     1.52994e-07     2.51726e-07          -2.51726e+00
