    Step   Residual-2-norm     Threshold      Energy
        1     1.24212e+00     1.00000e-07           2.78267e-01
        2     1.58590e+00     1.00000e-07          -3.71017e-01
        3     6.63872e-01     1.40493e-07          -1.40493e+00
        4     2.84987e-01     1.86671e-07          -1.86671e+00
        5     2.30681e-01     1.98557e-07          -1.98557e+00
        6     1.51940e-01     2.03632e-07          -2.03632e+00
        7     2.49195e-01     2.05527e-07          -2.05527e+00
        8     3.48040e-01     2.20824e-07          -2.20824e+00
        9     1.76295e-01     2.36591e-07          -2.36591e+00
       10     6.95526e-02     2.38607e-07          -2.38607e+00
       11     1.78990e-02     2.39315e-07          -2.39315e+00
       12     1.23203e-02     2.39473e-07          -2.39473e+00
       13     1.17235e-02     2.39484e-07          -2.39484e+00
       14     6.31258e-03     2.39493e-07          -2.39493e+00
       15     1.22504e-03     2.39499e-07          -2.39499e+00
       16     8.20981e-04     2.39499e-07          -2.39499e+00
       17     4.12122e-04     2.39499e-07          -2.39499e+00
       18     1.24818e-04     2.39499e-07          -2.39499e+00
       19     8.72868e-05     2.39499e-07          -2.39499e+00
       20     1.00316e-04     2.39499e-07          -2.39499e+00
       21     1.03187e-05     2.39499e-07          -2.39499e+00
       22     5.12082e-06     2.39499e-07          -2.39499e+00
       23     2.66380e-06     2.39499e-07          -2.39499e+00
       24     9.24964e-07     2.39499e-07          -2.39499e+00
       25     1.00840e-06     2.39499e-07          -2.39499e+00
       26     3.27556e-07     2.39499e-07          -2.39499e+00
       27     1.57013e-07     2.39499e-07          -2.39499e+00
