    Step   Residual-2-norm     Threshold      Energy
        1     8.78514e-01     1.00000e-07          -1.26918e-01
        2     7.47094e-01     1.00000e-07          -3.23660e-01
        3     2.97756e-01     1.00000e-07          -8.03721e-01
        4     6.49055e-02     1.09238e-07          -1.09238e+00
        5     1.23462e-01     1.11800e-07          -1.11800e+00
        6     4.41191e-02     1.14044e-07          -1.14044e+00
        7     5.09338e-02     1.14428e-07          -1.14428e+00
        8     5.10188e-02     1.16586e-07          -1.16586e+00
        9     3.51917e-02     1.18621e-07          -1.18621e+00
       10     3.00626e-02     1.18748e-07          -1.18748e+00
       11     4.68688e-03     1.18934e-07          -1.18934e+00
       12     3.14580e-03     1.19038e-07          -1.19038e+00
       13     1.80816e-03     1.19039e-07          -1.19039e+00
       14     1.55024e-03     1.19040e-07          -1.19040e+00
       15     7.76893e-04     1.19042e-07          -1.19042e+00
       16     1.39627e-03     1.19042e-07          -1.19042e+00
       17     3.08839e-04     1.19042e-07          -1.19042e+00
       18     4.09206e-05     1.19042e-07          -1.19042e+00
       19     9.39730e-05     1.19042e-07          -1.19042e+00
       20     2.68404e-05     1.19042e-07          -1.19042e+00
       21     1.61355e-05     1.19042e-07          -1.19042e+00
       22     2.83490e-05     1.19042e-07          -1.19042e+00
       23     1.21460e-05     1.19042e-07          -1.19042e+00
       24     1.29486e-06     1.19042e-07          -1.19042e+00
       25     1.67857e-06     1.19042e-07          -1.19042e+00
       26     1.45936e-06     1.19042e-07          -1.19042e+00
       27     2.31265e-07     1.19042e-07          -1.19042e+00
       28     4.45983e-07     1.19042e-07          -1.19042e+00
       29     2.33505e-07     1.19042e-07          -1.19042e+00
       30     5.80121e-08     1.19042e-07          -1.19042e+00
