    0    0    0    0 0.9596673594 0.0000000000
    0    0    0    1 0.0000000312 -0.0000000329
    0    1    0    0 0.0000000312 0.0000000329
    0    1    0    1 0.0403326406 0.0000000000
    1    0    1    0 0.0763045295 0.0000000000
    1    0    1    1 -0.0000000205 0.0000000175
    1    1    1    0 -0.0000000205 -0.0000000175
    1    1    1    1 0.9236954705 0.0000000000
    2    0    2    0 0.0763045344 0.0000000000
    2    0    2    1 0.0000000179 -0.0000000966
    2    1    2    0 0.0000000179 0.0000000966
    2    1    2    1 0.9236954656 0.0000000000
    3    0    3    0 0.0763045371 0.0000000000
    3    0    3    1 0.0000000253 0.0000000818
    3    1    3    0 0.0000000253 -0.0000000818
    3    1    3    1 0.9236954629 0.0000000000
