    Step   Residual-2-norm     Threshold      Energy
        1     1.10927e+00     1.00000e-07           1.71899e-01
        2     1.36676e+00     1.00000e-07          -3.13774e-01
        3     5.71034e-01     1.15868e-07          -1.15868e+00
        4     2.30298e-01     1.58286e-07          -1.58286e+00
        5     2.72975e-01     1.68705e-07          -1.68705e+00
        6     1.68209e-01     1.73944e-07          -1.73944e+00
        7     2.34537e-01     1.76581e-07          -1.76581e+00
        8     3.40311e-01     1.90577e-07          -1.90577e+00
        9     1.72965e-01     2.04738e-07          -2.04738e+00
       10     8.19906e-02     2.06899e-07          -2.06899e+00
       11     2.26506e-02     2.07809e-07          -2.07809e+00
       12     1.67594e-02     2.08059e-07          -2.08059e+00
       13     1.58840e-02     2.08079e-07          -2.08079e+00
       14     5.77030e-03     2.08096e-07          -2.08096e+00
       15     1.96480e-03     2.08107e-07          -2.08107e+00
       16     1.75612e-03     2.08108e-07          -2.08108e+00
       17     3.37637e-04     2.08108e-07          -2.08108e+00
       18     2.05154e-04     2.08108e-07          -2.08108e+00
       19     2.42356e-04     2.08108e-07          -2.08108e+00
       20     1.16066e-04     2.08108e-07          -2.08108e+00
       21     3.60711e-05     2.08108e-07          -2.08108e+00
       22     1.75547e-05     2.08108e-07          -2.08108e+00
       23     7.51153e-06     2.08108e-07          -2.08108e+00
       24     3.07894e-06     2.08108e-07          -2.08108e+00
       25     2.92120e-06     2.08108e-07          -2.08108e+00
       26     1.24268e-06     2.08108e-07          -2.08108e+00
       27     9.65838e-07     2.08108e-07          -2.08108e+00
       28     2.01581e-07     2.08108e-07          -2.08108e+00
